,REC_AB,PREC_AB,F1_AB,REC_A,PREC_A,F1_A,REC_B,PREC_B,F1_B
0,0.19602977667493796,0.29699248120300753,0.23617339312406577,0.324455205811138,0.4174454828660436,0.3651226158038147,0.061068702290076333,0.11374407582938388,0.07947019867549668
